,PC1,PC2
0,0.20201600395453884,-2.2225742067282304
1,0.18384719754854117,-2.1976300839440057
2,0.19240197010683163,-2.209375010513024
3,0.19004570660275727,-2.206140074499935
4,0.20883090611489893,-2.231930449095055
5,0.19047602303490727,-2.206730859919721
6,-0.5986309567948706,-1.5057800850731176
7,-0.599309073958138,-1.5048490917318569
8,-0.5879519988189575,-1.5204413254983973
9,-0.5985137332647354,-1.5059410223445897
10,-0.6013579450988561,-1.5020361775447015
11,-0.5981460023742473,-1.5064458834939087
12,-1.3336780765357725,-0.8790485934101085
13,-1.3383236502189981,-0.8726706422245388
14,-1.3306539429130615,-0.8832004545018691
15,-1.3421990307298608,-0.8673500963868872
16,-1.3345483605122963,-0.877853772469071
17,-1.3444027374000458,-0.8643246070656209
18,-2.0931943415387555,-0.21872318532775928
19,-2.0938346460499258,-0.2178441053271794
20,-2.0934409471935957,-0.21838461813758972
21,-2.0934976247735606,-0.21830680496251517
22,-2.0947493037510148,-0.2165883632882327
23,-2.0942441070214652,-0.2172819525626447
24,0.2042862214266633,-2.143643722131887
25,0.1753379422148391,-2.10390036118038
26,0.2042862214266633,-2.143643722131887
27,0.1946997793627657,-2.1304824069325172
28,0.2042862214266633,-2.143643722131887
29,0.16298378678261213,-2.0869392266341347
30,-0.6179991987339258,-1.3971419589095428
31,-0.6251570867891779,-1.387314828027298
32,-0.6114814580074517,-1.4060902255883716
33,-0.6235142243769591,-1.3895703290663997
34,-0.6244609933197257,-1.388270501206004
35,-0.6252974595977879,-1.3871221088967567
36,-1.3588871474254178,-0.7623915390214498
37,-1.3686666138582373,-0.748965218876177
38,-1.3686666138582373,-0.748965218876177
39,-1.3603143896261596,-0.7604320649700136
40,-1.3719599143230863,-0.7444438161310081
41,-1.370910117288971,-0.7458850922133399
42,-2.1171231754152977,-0.1038237802053284
43,-2.1148126634025877,-0.10699590357169451
44,-2.1148126634025877,-0.10699590357169451
45,-2.1086183167916617,-0.11550017947063035
46,-2.118041698911735,-0.10256273078010233
47,-2.1123879307151743,-0.11032484156146696
48,0.11262348802549754,-1.9357518182926179
49,0.10136593526992708,-1.9202962197293527
50,0.10136593526992708,-1.9202962197293527
51,0.10795650436930476,-1.9293444731566385
52,0.07790519160038203,-1.8880867472067626
53,0.10554367491997912,-1.9260318772328089
54,-0.6482772492892358,-1.2735256553360106
55,-0.6533973182270336,-1.2664962652157028
56,-0.6450597429376171,-1.2779429996403282
57,-0.6454376933686671,-1.2774241079890116
58,-0.6450920991922188,-1.2778985774383638
59,-0.6536324019643929,-1.2661735165728794
60,-1.4067373632668305,-0.6146502467895293
61,-1.401937649002858,-0.6212398190076679
62,-1.4043573571541785,-0.6179177792500872
63,-1.4001011223718154,-0.6237612034485357
64,-1.4043573571541785,-0.6179177792500872
65,-1.404853835384621,-0.617236159683941
66,-2.1407190606773008,0.010618516676950905
67,-2.1375324421264907,0.006243578520769354
68,-2.141436593501305,0.011603624144316357
69,-2.1466968783398985,0.0188255179749718
70,-2.14218867004117,0.01263615699949262
71,-2.143812491184043,0.014865516103349938
72,0.8584272881591846,-1.4709207408189797
73,0.8396260040529948,-1.4451082835355455
74,0.8470342093957813,-1.455279077342902
75,0.8571100444875119,-1.4691122847680587
76,0.8535601757439765,-1.4642386370540634
77,0.8477113515052095,-1.4562087320237054
78,0.06861217349160137,-0.7689977610874044
79,0.06635088707342664,-0.7658932199962174
80,0.06465151344699281,-0.7635601341871223
81,0.06589859686934395,-0.7652722665811921
82,0.06382016533556682,-0.7624187686563082
83,0.06468038045999532,-0.7635997659769415
84,-0.6705428625008834,-0.1366264731121321
85,-0.6792794489475723,-0.12463193256987505
86,-0.6729287141123526,-0.1333509153120462
87,-0.6712610667992293,-0.13564044377141643
88,-0.6693095978642898,-0.13831963356710134
89,-0.6738629785476284,-0.13206825500593167
90,-1.4351170695079292,0.5306430304471312
91,-1.4332791549313648,0.528119740482987
92,-1.4353351278749813,0.5309424048011931
93,-1.433222611273094,0.5280421111702484
94,-1.4350334780797827,0.5305282670003308
95,-1.4344414556602605,0.5297154739310684
96,0.8687341568277454,-1.4030238491697056
97,0.8220061711082514,-1.3388705642923036
98,0.8367188006554623,-1.3590696698198534
99,0.8192716812601862,-1.3351163578244631
100,0.8367188006554623,-1.3590696698198534
101,0.8181017974753966,-1.3335102135286316
102,0.04880392392077851,-0.6597555443662251
103,0.04697508250260509,-0.6572447110253664
104,0.04352387176631463,-0.6525065118043197
105,0.045853983682499405,-0.6557055440599058
106,0.04490188071800127,-0.6543983930716153
107,0.04315194227932182,-0.651995886362928
108,-0.6949170373713356,-0.02111565520975837
109,-0.7025674764869131,-0.010612296409635407
110,-0.6998705416184732,-0.014314943297721806
111,-0.6948816823146047,-0.02116419449497243
112,-0.684084848907854,-0.03598726719224384
113,-0.6948816823146047,-0.02116419449497243
114,-1.4473049172343606,0.6294231268163181
115,-1.4451804143812728,0.6265063771499584
116,-1.448247221983859,0.630716825744382
117,-1.4420421931806455,0.6221978841646049
118,-1.4490689467533278,0.6318449792997911
119,-1.4457023671983293,0.627222971012279
120,0.7859832621398414,-1.2073670913344898
121,0.7972304541729494,-1.2228084655658171
122,0.784523074085579,-1.205362385615266
123,0.7790346228910464,-1.1978272400788799
124,0.7859832621398414,-1.2073670913344898
125,0.7790346228910464,-1.1978272400788799
126,0.018523937287563897,-0.5361365827333856
127,0.01785483607535754,-0.5352179674749372
128,0.025569736607547584,-0.545809825951643
129,0.01849050924951071,-0.5360906890699825
130,0.015588175002085322,-0.5321060474699307
131,0.018059862581161146,-0.5354994502658538
132,-0.7257033981582824,0.10319851219407128
133,-0.7336082945022573,0.11405121768250374
134,-0.7350068831268599,0.1159713529735699
135,-0.7365433812104647,0.11808082543965889
136,-0.7330765043827943,0.1133211180964935
137,-0.7336082945022573,0.11405121768250374
138,-1.4762771816682057,0.7512467045158489
139,-1.4653678353731676,0.7362691618309769
140,-1.4587241101980708,0.7271479299344489
141,-1.4793633359127392,0.7554837142943924
142,-1.4764708767921708,0.7515126303475698
143,-1.4827999400017349,0.760201859913929
144,1.501963870331722,-0.7015914771097634
145,1.5072774430479017,-0.708886530361666
146,1.506092545787374,-0.7072597739257822
147,1.512618512135569,-0.7162193336369435
148,1.512618512135569,-0.7162193336369435
149,1.501963870331722,-0.7015914771097634
150,0.727451423436615,-0.02067767185630677
151,0.7256352552044399,-0.018184237650016852
152,0.725991578653662,-0.018673437417446842
153,0.7290063694673489,-0.022812471680067344
154,0.726977495564199,-0.0200270118857924
155,0.7267823139513125,-0.019759045239647995
156,-0.027158388603654198,0.6329116214586722
157,-0.030770212598592923,0.6378703281117962
158,-0.029621976983652504,0.6362939047890823
159,-0.031195673506076913,0.6384544473367477
160,-0.03526258671670194,0.6440379501938814
161,-0.03463123756537443,0.6431711650898678
162,1.4771479134831578,-0.585474132633237
163,1.4957771370470545,-0.6110503664027337
164,1.4957771370470545,-0.6110503664027337
165,1.4957771370470545,-0.6110503664027337
166,1.4791255482355092,-0.5881892457222682
167,1.4827146708347463,-0.5931167854187356
168,0.7108394253513167,0.0841763815633
169,0.7022190056074792,0.09601143576206189
170,0.7028920529844468,0.09508740277742216
171,0.705799880586891,0.09109521929932808
172,0.704179945817042,0.09331924276562484
173,0.7058343272567732,0.0910479271468417
174,-0.03916432311894086,0.7314419674934962
175,-0.03897108274755917,0.7311766659958139
176,-0.038291155720653974,0.7302431878759834
177,-0.04215150201375352,0.7355430930966641
178,-0.04014995213267259,0.7327951467056485
179,-0.043466087912624324,0.7373479002666614
180,-0.7893742947523833,1.3789906791166242
181,-0.7907353237869589,1.3808592484982725
182,-0.7955618438430908,1.3874856226370225
183,-0.792001065482824,1.3825969970090575
184,-0.7899582673561832,1.3797924205192407
185,-0.7891923629293169,1.378740903229782
186,-0.7861418638983559,1.374552844824563
187,-0.7876387089154735,1.3766078772279906
188,-0.7836898947665091,1.3711865136676786
189,-0.7853094465791632,1.3734100113684917
190,-0.7886144784111977,1.3779475202164484
191,-0.7903397637609093,1.380316180470697
192,1.4291649050537827,-0.4375505282259895
193,1.398156904091456,-0.3949793561845421
194,1.4457804442161684,-0.4603621560088552
195,1.4450415985314335,-0.45934778791737
196,1.424877628515491,-0.4316644865129933
197,0.6727422120594382,0.2185276861606953
198,0.6743947020996458,0.21625896726185598
199,0.676539484881914,0.21331437509267975
200,0.675197799316198,0.21515638764656925
201,0.6770676977891669,0.21258918669448224
202,0.6780341069114839,0.211262394649469
203,-0.07167558979480183,0.858124274186327
204,-0.07245620907732316,0.859195993637557
205,-0.07197797794633,0.8585394256834403
206,-0.07623792425701953,0.864387945473543
207,-0.07352389779093385,0.8606618333725679
208,-0.07620593524800905,0.8643440274664559
209,-0.8139493733661429,1.4947773196310554
210,-0.8208953404493348,1.504313502245731
211,-0.8139493733661429,1.4947773196310554
212,-0.821085499474292,1.5045745733343359
213,-0.8143340331479088,1.4953054226121818
214,-0.8195410747652567,1.502454218330694
215,2.1527972731370784,0.05771991389322024
216,2.1497516763298075,0.061901241990078855
217,2.1465791448733658,0.06625683984378095
218,2.1488351829942682,0.06315950418858308
219,2.15232035309212,0.05837468184516285
220,2.1612735973851542,0.04608268973670793
221,1.3646615804210476,0.7573371996551456
222,1.3646615804210476,0.7573371996551456
223,1.3646615804210476,0.7573371996551456
224,1.3646615804210476,0.7573371996551456
225,1.3646615804210476,0.7573371996551456
226,1.3646615804210476,0.7573371996551456
227,0.6351761125742347,1.376433047862597
228,0.6368722589658914,1.3741043927540517
229,0.6347464095874492,1.377022991077556
230,0.636712896317087,1.374323183212278
231,0.6387325447459147,1.371550389157243
232,0.6366277356200486,1.3744401011228906
