,PC1,PC2
233,2.1557003867242437,0.13578148954472163
234,2.1557003867242437,0.13578148954472163
235,2.143179994471718,0.1529708521629786
236,2.143179994471718,0.1529708521629786
237,2.0844080670780856,0.23365937624170294
238,2.126807167239783,0.17544925848599333
239,1.331168616520988,0.8853672875698211
240,1.331168616520988,0.8853672875698211
241,1.331168616520988,0.8853672875698211
242,1.331168616520988,0.8853672875698211
243,1.331168616520988,0.8853672875698211
244,1.331168616520988,0.8853672875698211
245,0.617798488793472,1.4823382358987367
246,0.6164734798082234,1.4841573530206693
247,0.6149988933734665,1.4861818264099824
248,0.6170529736939541,1.4833617604916194
249,0.6168154141022124,1.4836879082578818
250,0.6155991887552166,1.485357675314166
251,-0.13734898433030612,2.1366656891007034
252,-0.14067264492884293,2.141228773554925
253,-0.13854668414128535,2.138310022276813
254,-0.14015107482629927,2.140512705124908
255,-0.1369285359445566,2.136088451613319
256,-0.1412723616882267,2.1420521302547293
257,2.08911345178676,0.30924659715900904
258,2.110102234091296,0.28043090331558845
259,2.0820394630887096,0.31895854183579875
260,2.110102234091296,0.28043090331558845
261,2.0888782405594206,0.3095695208340087
262,2.092594000766614,0.3044681191913361
263,1.3167699354633582,0.9871826575192615
264,1.3361260341807595,0.9606084901116022
265,1.320231657135375,0.9824300277370941
266,1.3326393501646878,0.9653953909273845
267,1.3198254430959253,0.9829877227584554
268,1.3339405264128212,0.9636089939912251
269,0.5883249816431535,1.6048499743714637
270,0.5865973770479589,1.6072218187393408
271,0.5883915512149677,1.6047585803890567
272,0.5865973770479589,1.6072218187393408
273,0.587042403185437,1.6066108382287125
274,0.5843753657568785,1.610272438644363
275,-0.16506395048442773,2.2567631103337606
276,-0.16695830307028345,2.2593638845641797
277,-0.16243592539510388,2.2531550703203855
278,-0.16617368586915565,2.2582866763334244
279,-0.16157083920850865,2.2519673854733373
280,-0.16397811718809374,2.2552723597328845
